Date,Open,High,Low,Close
3-April-2023,59131.16,59204.82,58793.08,59106.44
5-April-2023,59094.71,59747.12,59094.40,59689.31
6-April-2023,59627.01,59950.06,59520.12,59832.97
10-April-2023,59858.98,60109.11,59766.23,59846.51
11-April-2023,60028.60,60267.68,59919.88,60157.72
12-April-2023,60180.20,60437.64,60094.69,60392.77
13-April-2023,60364.41,60486.91,60081.43,60431.00
17-April-2023,60385.90,60407.86,59442.47,59910.75
18-April-2023,59991.26,60113.47,59579.30,59727.01
19-April-2023,59745.89,59745.89,59452.72,59567.80
20-April-2023,59586.61,59836.79,59489.98,59632.35
21-April-2023,59538.79,59781.36,59412.81,59655.06
24-April-2023,59873.71,60101.64,59620.11,60056.10
25-April-2023,60202.77,60268.67,59967.02,60130.71
26-April-2023,60087.98,60362.79,59954.91,60300.58
27-April-2023,60315.56,60698.31,60271.49,60649.38
28-April-2023,60721.61,61209.46,60507.83,61112.44
2-May-2023,61301.61,61486.24,61255.00,61354.71
3-May-2023,61274.96,61274.96,61024.44,61193.30
4-May-2023,61258.13,61797.91,61119.56,61749.25
5-May-2023,61163.10,61585.50,61002.17,61054.29
8-May-2023,61166.09,61854.19,61166.09,61764.25
9-May-2023,61879.68,62027.51,61654.94,61761.33
10-May-2023,61843.36,61974.35,61572.93,61940.20
11-May-2023,62158.10,62168.22,61823.07,61904.52
12-May-2023,61857.69,62110.93,61578.15,62027.90
15-May-2023,62157.10,62562.67,61950.30,62345.71
16-May-2023,62474.11,62475.95,61847.41,61932.47
17-May-2023,61932.32,61979.94,61340.10,61560.64
18-May-2023,61937.86,61955.90,61349.34,61431.74
19-May-2023,61556.25,61784.61,61251.70,61729.68
22-May-2023,61579.78,62044.46,61579.78,61963.68
23-May-2023,62098.16,62245.19,61914.40,61981.79
24-May-2023,61834.28,62154.14,61708.10,61773.78
25-May-2023,61706.13,61934.01,61484.66,61872.62
26-May-2023,61985.36,62529.83,61911.61,62501.69
29-May-2023,62801.54,63026.00,62801.54,62846.38
30-May-2023,62839.85,63036.12,62737.40,62969.13
31-May-2023,62839.97,62876.77,62401.02,62622.24
1-June-2023,62736.47,62762.41,62359.14,62428.54
2-June-2023,62601.97,62719.84,62379.86,62547.11
5-June-2023,62759.19,62943.20,62751.72,62787.47
6-June-2023,62738.35,62867.95,62554.21,62792.88
7-June-2023,62917.39,63196.43,62841.95,63142.96
8-June-2023,63140.17,63321.40,62789.73,62848.64
9-June-2023,62810.68,62992.16,62594.74,62625.63
12-June-2023,62659.98,62804.89,62615.20,62724.71
13-June-2023,62779.14,63177.47,62777.04,63143.16
14-June-2023,63115.48,63274.03,63013.51,63228.51
15-June-2023,63153.78,63310.96,62871.08,62917.63
16-June-2023,62960.73,63520.36,62957.17,63384.58
19-June-2023,63474.21,63574.69,63047.83,63168.30
20-June-2023,63176.77,63440.19,62801.91,63327.70
21-June-2023,63467.46,63588.31,63315.62,63523.15
22-June-2023,63601.71,63601.71,63200.63,63238.89
23-June-2023,63124.28,63240.63,62874.12,62979.37
26-June-2023,62946.50,63136.09,62853.67,62970.00
27-June-2023,63151.85,63467.54,63054.84,63416.03
28-June-2023,63701.78,64050.44,63554.82,63915.42
30-June-2023,64068.44,64768.58,64068.44,64718.56
3-July-2023,64836.16,65300.35,64836.16,65205.05
4-July-2023,65503.85,65672.97,65171.06,65479.05
5-July-2023,65493.68,65584.33,65256.49,65446.04
6-July-2023,65391.88,65832.98,65328.29,65785.64
7-July-2023,65559.41,65898.98,65175.74,65280.45
10-July-2023,65482.33,65633.49,65246.40,65344.17
11-July-2023,65598.65,65870.59,65517.57,65617.84
12-July-2023,65759.28,65811.64,65320.25,65393.90
13-July-2023,65667.07,66064.21,65452.15,65558.89
14-July-2023,65775.49,66159.79,65610.82,66060.90
17-July-2023,66148.18,66656.21,66015.63,66589.93
18-July-2023,66828.96,67007.02,66574.47,66795.14
19-July-2023,66905.01,67171.38,66703.61,67097.44
20-July-2023,67074.34,67619.17,66831.38,67571.90
21-July-2023,66907.07,67190.52,66533.74,66684.26
24-July-2023,66629.14,66808.56,66326.25,66384.78
25-July-2023,66531.20,66559.29,66177.62,66355.71
26-July-2023,66434.72,66897.27,66431.34,66707.20
27-July-2023,66834.12,66984.17,66060.74,66266.82
28-July-2023,66266.35,66351.22,65878.65,66160.20
31-July-2023,66156.39,66598.42,65998.90,66527.67
1-August-2023,66532.98,66658.12,66388.26,66459.31
2-August-2023,66064.41,66261.97,65431.68,65782.78
3-August-2023,65550.82,65820.82,64963.08,65240.68
4-August-2023,65453.55,65799.27,65387.18,65721.25
7-August-2023,65453.55,65799.27,65387.18,65721.25
8-August-2023,66048.81,66057.53,65752.63,65846.50
9-August-2023,65810.96,66066.01,65444.38,65995.81
10-August-2023,65945.39,65956.25,65509.14,65688.18
11-August-2023,65727.80,65727.80,65274.61,65322.65
14-August-2023,65153.02,65517.82,64821.88,65401.92
16-August-2023,65238.67,65605.74,65032.89,65539.42
17-August-2023,65503.85,65535.14,65046.10,65151.02
18-August-2023,65025.71,65175.32,64754.72,64948.66
21-August-2023,64852.70,65335.82,64852.70,65216.09
22-August-2023,65272.42,65362.91,65165.45,65220.03
23-August-2023,65300.93,65504.71,65108.51,65433.30
24-August-2023,65722.51,65913.77,65181.94,65252.34
25-August-2023,65000.67,65106.00,64732.57,64886.51
28-August-2023,64908.08,65213.45,64776.92,64996.60
29-August-2023,65201.35,65229.03,64956.67,65075.82
30-August-2023,65311.58,65458.70,65052.74,65087.25
31-August-2023,65178.33,65277.04,64723.63,64831.41
1-September-2023,64855.51,65473.27,64818.37,65387.16
4-September-2023,65525.91,65683.91,65285.56,65628.14
5-September-2023,65671.60,65831.70,65601.47,65780.26
6-September-2023,65744.19,65971.13,65488.03,65880.52
7-September-2023,65854.25,66296.90,65672.34,66265.56
8-September-2023,66381.43,66766.92,66299.30,66598.91
11-September-2023,66807.73,67172.13,66735.84,67127.08
12-September-2023,67506.88,67539.10,66948.18,67221.13
13-September-2023,67188.64,67565.41,67053.36,67466.99
14-September-2023,67627.03,67771.05,67336.46,67519.00
15-September-2023,67659.91,67927.23,67614.42,67838.63
18-September-2023,67665.58,67803.15,67532.83,67596.84
20-September-2023,67080.18,67294.16,66728.14,66800.84
21-September-2023,66608.67,66608.67,66128.71,66230.24
22-September-2023,66215.04,66445.47,65952.83,66009.15
25-September-2023,66082.99,66225.63,65764.03,66023.69
26-September-2023,66071.63,66078.26,65865.63,65945.47
27-September-2023,65925.64,66172.27,65549.96,66118.69
28-September-2023,66406.01,66406.01,65423.39,65508.32
29-September-2023,65743.93,66151.65,65570.38,65828.41
3-October-2023,65813.42,65813.50,65344.59,65512.10
4-October-2023,65330.65,65332.52,64878.77,65226.04
5-October-2023,65598.26,65753.20,65443.34,65631.57
6-October-2023,65867.54,66095.81,65762.33,65995.63
9-October-2023,65560.07,65789.98,65434.61,65512.39
10-October-2023,65662.27,66180.17,65662.27,66079.36
11-October-2023,66376.42,66592.16,66299.79,66473.05
12-October-2023,66564.57,66577.60,66339.42,66408.39
13-October-2023,66034.21,66478.90,65895.41,66282.74
16-October-2023,66238.15,66342.75,66039.38,66166.93
17-October-2023,66558.15,66559.82,66309.18,66428.09
18-October-2023,66473.74,66475.27,65842.10,65877.02
19-October-2023,65484.61,65869.65,65343.50,65629.24
20-October-2023,65437.07,65555.14,65308.61,65397.62
23-October-2023,65419.02,65453.92,64502.68,64571.88
25-October-2023,64619.27,64787.08,63912.16,64049.06
26-October-2023,63774.16,63774.16,63092.98,63148.15
27-October-2023,63559.32,63913.13,63393.37,63782.80
30-October-2023,63885.56,64184.58,63431.45,64112.65
31-October-2023,64449.65,64452.32,63812.53,63874.93
1-November-2023,63829.87,63896.05,63550.46,63591.33
2-November-2023,64033.40,64202.64,63815.35,64080.90
3-November-2023,64444.90,64535.19,64275.39,64363.78
6-November-2023,64835.23,64992.54,64617.48,64958.69
7-November-2023,65021.29,65021.29,64638.10,64942.40
8-November-2023,65101.95,65124.00,64851.06,64975.61
9-November-2023,65025.32,65046.56,64768.76,64832.20
10-November-2023,64756.11,65014.06,64580.95,64904.68
12-November-2023,65418.98,65418.98,65218.60,65259.45
13-November-2023,65158.31,65176.96,64853.36,64933.87
15-November-2023,65461.54,65747.65,65373.50,65675.93
16-November-2023,65665.87,66358.37,65507.02,65982.48
17-November-2023,65788.79,66037.69,65639.74,65794.73
20-November-2023,65787.51,65844.01,65547.80,65655.15
21-November-2023,65860.46,66082.36,65849.17,65930.77
22-November-2023,65839.62,66063.43,65664.85,66023.24
23-November-2023,66084.37,66235.24,65980.50,66017.81
24-November-2023,66000.29,66101.64,65894.05,65970.04
28-November-2023,66063.72,66256.20,65906.65,66174.20
29-November-2023,66381.26,66946.28,66374.52,66901.91
30-November-2023,66963.20,67069.89,66610.35,66988.44
1-December-2023,67181.15,67564.33,67149.07,67481.19
4-December-2023,68435.34,68918.22,68274.47,68865.12
5-December-2023,69168.53,69381.31,68954.88,69296.14
6-December-2023,69534.93,69744.62,69395.01,69653.73
7-December-2023,69694.15,69695.33,69320.53,69521.69
8-December-2023,69666.38,69893.80,69506.12,69825.60
11-December-2023,69925.63,70057.83,69782.48,69928.53
12-December-2023,70020.68,70033.64,69443.85,69551.03
13-December-2023,69648.56,69657.93,69100.56,69584.60
14-December-2023,70146.09,70602.89,70110.75,70514.20
15-December-2023,70804.13,71605.76,70655.97,71483.75
18-December-2023,71437.35,71552.24,71142.29,71315.09
19-December-2023,71479.28,71623.71,71071.98,71437.19
20-December-2023,71647.66,71913.07,70302.60,70506.31
21-December-2023,69920.89,70958.71,69920.39,70865.10
22-December-2023,71045.65,71259.55,70713.56,71106.96
26-December-2023,71097.78,71471.29,71012.08,71336.80
27-December-2023,71492.02,72119.85,71473.65,72038.43
28-December-2023,72262.67,72484.34,72137.45,72410.38
29-December-2023,72351.59,72417.01,72082.64,72240.26
1-January-2024,72218.39,72561.91,72031.23,72271.94
2-January-2024,72332.85,72332.85,71613.74,71892.48
3-January-2024,71832.62,71862.00,71303.97,71356.60
4-January-2024,71678.93,71954.79,71546.60,71847.57
5-January-2024,72016.71,72156.48,71779.83,72026.15
8-January-2024,72113.25,72181.77,71301.04,71355.22
9-January-2024,71770.91,72035.47,71307.27,71386.21
10-January-2024,71383.20,71733.84,71110.98,71657.71
11-January-2024,71907.75,71999.47,71543.19,71721.18
12-January-2024,72148.07,72720.96,71982.29,72568.45
15-January-2024,73049.87,73402.16,72909.00,73327.94
16-January-2024,73331.95,73427.59,72960.29,73128.77
17-January-2024,71998.93,72484.80,71429.30,71500.76
18-January-2024,71018.86,71451.29,70665.50,71186.86
19-January-2024,71786.74,71895.64,71542.74,71683.23
20-January-2024,72008.30,72026.26,71312.71,71423.65
23-January-2024,71868.20,72039.20,70234.55,70370.55
24-January-2024,70165.49,71149.61,70001.60,71060.31
25-January-2024,71022.10,71049.46,70319.04,70700.67
29-January-2024,70968.10,72010.22,70880.54,71941.57
30-January-2024,72000.20,72142.23,71075.72,71139.90
31-January-2024,71073.04,71851.39,70846.04,71752.11
1-February-2024,71998.78,72151.02,71574.89,71645.30
2-February-2024,71977.56,73089.40,71948.77,72085.63
5-February-2024,72269.12,72385.93,71602.14,71731.42
6-February-2024,71970.82,72261.40,71625.18,72186.09
7-February-2024,72548.50,72559.21,71938.22,72152.00
8-February-2024,72473.42,72473.42,71230.62,71428.43
9-February-2024,71410.29,71676.49,71200.31,71595.49
12-February-2024,71722.31,71756.58,70922.57,71072.49
13-February-2024,71292.08,71662.74,70924.30,71555.19
14-February-2024,71035.25,71938.59,70809.84,71822.83
15-February-2024,72061.47,72164.97,71644.44,72050.38
19-February-2024,72627.60,72881.93,72308.68,72708.16
20-February-2024,72727.87,73130.69,72510.24,73057.40
21-February-2024,73267.48,73267.80,72450.56,72623.09
22-February-2024,72677.51,73256.39,72081.36,73158.24
23-February-2024,73394.44,73413.93,73022.00,73142.80
26-February-2024,73044.81,73092.26,72666.82,72790.13
27-February-2024,72723.53,73161.30,72660.13,73095.22
28-February-2024,73162.82,73223.11,72222.29,72304.88
29-February-2024,72220.57,72730.00,72099.32,72500.30
1-March-2024,72606.31,73819.21,72591.14,73745.35
2-March-2024,73848.19,73994.70,73778.14,73806.15
4-March-2024,73903.09,73990.13,73747.01,73872.29
5-March-2024,73767.42,73915.54,73412.25,73677.13
6-March-2024,73587.70,74151.27,73321.48,74085.99
7-March-2024,74242.74,74245.17,73921.48,74119.39
11-March-2024,74175.93,74187.35,73433.91,73502.64
12-March-2024,73516.42,74004.16,73342.12,73667.96
13-March-2024,73993.40,74052.75,72515.71,72761.89
14-March-2024,72570.10,73364.30,72497.19,73097.28
15-March-2024,72886.77,72998.07,72484.82,72643.43
18-March-2024,72587.30,72985.89,72314.16,72748.42
19-March-2024,72462.94,72490.09,71933.35,72012.05
20-March-2024,72036.86,72402.67,71674.42,72101.69
21-March-2024,72507.36,72882.46,72416.03,72641.19
26-March-2024,72396.97,72705.29,72363.03,72470.30
27-March-2024,72692.16,73138.73,72600.73,72996.31
28-March-2024,73149.34,74190.31,73120.33,73651.35
1-April-2024,73968.62,74254.62,73909.39,74014.55
2-April-2024,74022.30,74099.78,73743.77,73903.91
3-April-2024,73757.23,74151.21,73540.27,73876.82
4-April-2024,74413.82,74501.73,73485.12,74227.63
5-April-2024,74287.02,74361.11,73946.92,74248.22
8-April-2024,74555.44,74869.30,74410.07,74742.50
9-April-2024,75124.28,75124.28,74603.37,74683.70
10-April-2024,74953.96,75105.14,74807.55,75038.15
12-April-2024,74889.64,74951.88,74189.31,74244.90
15-April-2024,73315.16,73905.80,73315.16,73399.78
16-April-2024,72892.14,73135.43,72685.03,72943.68
18-April-2024,73183.10,73473.05,72365.67,72488.99
19-April-2024,71999.65,73210.17,71816.46,73088.33
22-April-2024,73666.51,73767.80,73227.32,73648.62
23-April-2024,74048.94,74059.89,73688.31,73738.45
24-April-2024,73957.57,74121.61,73788.61,73852.94
25-April-2024,73572.34,74571.25,73556.15,74339.44
26-April-2024,74509.31,74515.91,73616.65,73730.16
29-April-2024,73982.75,74721.15,73922.34,74671.28
30-April-2024,74800.89,75111.39,74346.40,74482.78
2-May-2024,74391.73,74812.43,74360.69,74611.11
3-May-2024,75017.82,75095.18,73467.73,73878.15
6-May-2024,74196.68,74359.69,73786.29,73895.54
7-May-2024,73973.30,74026.80,73259.26,73511.85
8-May-2024,73225.00,73684.93,73073.92,73466.39
9-May-2024,73499.49,73499.49,72334.18,72404.17
10-May-2024,72475.45,72946.54,72366.29,72664.47
13-May-2024,72476.65,72863.56,71866.01,72776.13
14-May-2024,72696.72,73286.26,72683.99,73104.61
15-May-2024,73200.23,73301.47,72822.66,72987.03
16-May-2024,73338.24,73749.47,72529.97,73663.72
17-May-2024,73711.31,74070.84,73459.80,73917.03
18-May-2024,73921.46,74162.76,73920.63,74005.94
21-May-2024,73842.96,74189.19,73762.37,73953.31
22-May-2024,74165.52,74307.79,73860.33,74221.06
23-May-2024,74253.53,75499.91,74158.35,75418.04
24-May-2024,75335.45,75636.50,75244.22,75410.39
27-May-2024,75655.46,76009.68,75175.27,75390.50
28-May-2024,75585.40,75585.40,75083.22,75170.45
29-May-2024,74826.94,74986.22,74454.55,74502.90
30-May-2024,74365.88,74493.55,73668.73,73885.60
31-May-2024,74208.53,74478.89,73765.15,73961.31
3-June-2024,76583.29,76738.89,75678.43,76468.78
4-June-2024,76285.78,76300.46,70234.43,72079.05
5-June-2024,73027.88,74534.82,71879.44,74382.24
6-June-2024,75078.70,75297.73,74474.94,75074.51
7-June-2024,75031.79,76795.31,74941.88,76693.36
10-June-2024,76935.41,77079.04,76379.73,76490.08
11-June-2024,76680.90,76860.53,76296.44,76456.59
12-June-2024,76679.11,77050.53,76533.78,76606.57
13-June-2024,77102.05,77145.46,76719.70,76810.90
14-June-2024,76912.38,77081.30,76549.05,76992.77
18-June-2024,77235.31,77366.77,77071.44,77301.14
19-June-2024,77543.22,77851.63,76954.87,77337.59
20-June-2024,77554.83,77643.09,77100.36,77478.93
21-June-2024,77729.48,77808.45,76802.00,77209.90
24-June-2024,76885.65,77423.02,76745.94,77341.08
25-June-2024,77529.19,78164.71,77459.60,78053.52
26-June-2024,78094.02,78759.40,77945.94,78674.25
27-June-2024,78758.67,79396.03,78467.34,79243.18
28-June-2024,79457.58,79671.58,78905.89,79032.73
1-July-2024,79043.35,79561.00,78971.79,79476.19
2-July-2024,79840.37,79855.87,79231.11,79441.45
3-July-2024,80013.77,80074.30,79754.95,79986.80
4-July-2024,80321.79,80392.64,79986.41,80049.67
5-July-2024,79778.98,80149.87,79478.96,79996.60
8-July-2024,79915.00,80067.46,79731.83,79960.38
9-July-2024,80107.21,80397.17,79998.56,80351.64
10-July-2024,80481.36,80481.36,79435.76,79924.77
11-July-2024,80170.09,80170.09,79464.38,79897.34
12-July-2024,80093.62,80893.51,79843.39,80519.34
15-July-2024,80686.54,80862.54,80556.97,80664.86
16-July-2024,80731.49,80898.30,80598.06,80716.55
18-July-2024,80514.25,81522.55,80390.37,81343.46
19-July-2024,81585.06,81587.76,80499.10,80604.65
22-July-2024,80408.90,80800.92,80100.65,80502.08
23-July-2024,80724.30,80766.41,79224.32,80429.04
24-July-2024,80343.38,80519.58,79750.51,80148.88
25-July-2024,79542.11,80143.10,79477.83,80039.80
26-July-2024,80158.50,81427.18,80013.60,81332.72
29-July-2024,81679.65,81908.43,81135.91,81355.84
30-July-2024,81349.28,81815.27,81230.44,81455.40
31-July-2024,81655.90,81828.04,81434.32,81741.34
1-August-2024,81949.68,82129.49,81700.21,81867.55
2-August-2024,81158.99,81345.60,80868.91,80981.95
5-August-2024,78588.19,79780.61,78295.86,78759.40
6-August-2024,78981.97,79852.08,78496.57,78593.07
7-August-2024,79565.40,79639.20,79106.20,79468.01
8-August-2024,79420.49,79626.92,78798.94,78886.22
9-August-2024,79984.24,79984.24,79549.09,79705.91
12-August-2024,79330.12,80106.18,79226.13,79648.92
13-August-2024,79552.51,79692.55,78889.38,78956.03
14-August-2024,79065.22,79228.94,78895.72,79105.88
16-August-2024,79754.85,80518.21,79306.69,80436.84
19-August-2024,80680.25,80724.40,80332.65,80424.68
20-August-2024,80722.54,80942.96,80517.95,80802.86
21-August-2024,80667.25,80952.83,80626.38,80905.30
22-August-2024,81207.24,81236.45,80954.02,81053.19
23-August-2024,81165.65,81231.49,80883.26,81086.21
26-August-2024,81388.26,81824.27,81278.44,81698.11
27-August-2024,81815.23,81919.11,81600.51,81711.76
28-August-2024,81779.84,82039.26,81578.32,81785.56
29-August-2024,81822.56,82285.83,81682.78,82134.61
30-August-2024,82637.03,82637.03,82256.02,82365.77
2-September-2024,82725.28,82725.28,82440.93,82559.84
3-September-2024,82652.69,82675.06,82400.76,82555.44
4-September-2024,81845.50,82408.54,81833.69,82352.64
5-September-2024,82469.79,82617.49,82130.44,82201.16
6-September-2024,82171.08,82254.79,80981.93,81183.93
9-September-2024,80973.75,81653.36,80895.05,81559.54
10-September-2024,81768.72,82196.55,81445.30,81921.29
11-September-2024,81928.12,82134.95,81423.14,81523.16
12-September-2024,81930.18,83116.19,81534.29,82962.71
13-September-2024,83091.55,83092.93,82653.22,82890.94
16-September-2024,82985.33,83184.34,82832.82,82988.78
17-September-2024,83084.63,83152.41,82866.68,83079.66
18-September-2024,83037.13,83326.38,82700.63,82948.23
19-September-2024,83359.17,83773.61,83071.66,83184.80
20-September-2024,83603.04,84694.46,83187.64,84544.31
23-September-2024,84651.15,84980.53,84607.38,84928.61
24-September-2024,84860.73,85163.23,84716.07,84914.04
25-September-2024,84836.45,85247.42,84743.04,85169.87
26-September-2024,85167.56,85930.43,85106.74,85836.12
27-September-2024,85893.84,85978.25,85474.58,85571.85
30-September-2024,85208.76,85359.65,84257.14,84299.78
1-October-2024,84257.17,84648.40,84098.94,84266.29
3-October-2024,83002.09,83752.81,82434.02,82497.10
4-October-2024,82244.25,83368.32,81532.68,81688.45
7-October-2024,81926.99,82137.77,80726.06,81050.00
8-October-2024,80826.56,81763.28,80813.07,81634.81
9-October-2024,81954.58,82319.21,81342.89,81467.10
10-October-2024,81832.66,82002.84,81538.94,81611.41
11-October-2024,81478.49,81671.38,81304.15,81381.36
14-October-2024,81576.93,82072.17,81541.20,81973.05
15-October-2024,82101.86,82300.44,81635.57,81820.12
16-October-2024,81646.60,81932.15,81358.26,81501.36
17-October-2024,81758.07,81781.40,80905.64,81006.61
18-October-2024,80749.26,81391.15,80409.25,81224.75
21-October-2024,81770.02,81770.02,80811.23,81151.27
22-October-2024,81155.08,81504.24,80149.53,80220.72
23-October-2024,79921.13,80646.31,79891.68,80081.98
24-October-2024,80098.30,80259.82,79813.02,80065.16
25-October-2024,80187.34,80253.19,79137.98,79402.29
28-October-2024,79653.67,80539.81,79418.82,80005.04
29-October-2024,80037.20,80450.48,79421.35,80369.03
30-October-2024,80237.85,80435.61,79821.99,79942.18
31-October-2024,80044.95,80044.95,79287.93,79389.06
1-November-2024,80023.75,80023.75,79655.55,79724.12
4-November-2024,79713.14,79713.14,78232.60,78782.24
5-November-2024,78542.16,79523.13,78296.70,79476.63
6-November-2024,79771.82,80569.73,79459.12,80378.13
7-November-2024,80563.42,80563.42,79419.34,79541.79
8-November-2024,79611.90,79807.26,79117.37,79486.32
11-November-2024,79298.46,80102.14,79001.34,79496.15
12-November-2024,79644.95,79820.98,78547.84,78675.18
13-November-2024,78495.53,78690.02,77533.30,77690.95
14-November-2024,77636.94,78055.52,77424.81,77580.31
18-November-2024,77863.54,77886.97,76965.06,77339.01
19-November-2024,77548.00,78451.65,77411.31,77578.38
21-November-2024,77711.11,77711.11,76802.73,77155.79
22-November-2024,77349.74,79218.19,77226.69,79117.11
25-November-2024,80193.47,80473.08,79765.99,80109.85
26-November-2024,80415.47,80482.36,79798.67,80004.06
27-November-2024,80121.03,80511.15,79844.49,80234.08
28-November-2024,80281.64,80447.40,78918.92,79043.74
29-November-2024,79032.99,79923.90,79026.18,79802.79
2-December-2024,79743.87,80337.82,79308.95,80248.08
3-December-2024,80529.20,80949.10,80244.78,80845.75
4-December-2024,81036.22,81245.39,80630.53,80956.33
5-December-2024,81182.74,82317.74,80467.37,81765.86
6-December-2024,81887.54,81925.91,81506.19,81709.12
9-December-2024,81602.58,81783.28,81411.55,81508.46
10-December-2024,81575.96,81726.34,81182.69,81510.05
11-December-2024,81568.39,81742.37,81383.42,81526.14
12-December-2024,81476.76,81680.97,81211.64,81289.96
13-December-2024,81212.45,82213.92,80082.82,82133.12
16-December-2024,82000.31,82116.44,81551.28,81748.57
17-December-2024,81511.81,81613.64,80612.20,80684.45
18-December-2024,80666.26,80868.02,80050.07,80182.20
19-December-2024,79029.03,79516.17,79020.08,79218.05
20-December-2024,79335.48,79587.15,77874.59,78041.59
23-December-2024,78488.64,78918.12,78189.19,78540.17
24-December-2024,78707.37,78877.36,78397.79,78472.87
26-December-2024,78557.28,78898.37,78173.38,78472.48
27-December-2024,78607.62,79043.15,78598.55,78699.07
30-December-2024,78637.58,79092.70,78077.13,78248.13
31-December-2024,77982.57,78305.34,77560.79,78139.01
1-January-2025,78265.07,78756.49,77898.30,78507.41
2-January-2025,78657.52,80032.87,78542.37,79943.71
3-January-2025,80072.99,80072.99,79109.73,79223.11
6-January-2025,79281.65,79532.67,77781.62,77964.99
7-January-2025,78019.80,78452.74,77925.09,78199.11
8-January-2025,78319.45,78319.45,77486.79,78148.49
9-January-2025,78206.21,78206.21,77542.92,77620.21
10-January-2025,77682.59,77919.70,77099.55,77378.91
13-January-2025,76629.90,77128.35,76249.72,76330.01
14-January-2025,76335.75,76835.61,76335.75,76499.63
15-January-2025,76900.14,76991.05,76479.70,76724.08
16-January-2025,77319.50,77319.50,76895.51,77042.82
17-January-2025,77069.19,77069.19,76263.29,76619.33
20-January-2025,76978.53,77318.94,76584.84,77073.44
21-January-2025,77261.72,77337.36,75641.87,75838.36
22-January-2025,76114.42,76463.13,75816.50,76404.99
23-January-2025,76414.52,76743.54,76202.12,76520.38
24-January-2025,76455.35,76985.95,76091.75,76190.46
27-January-2025,75700.43,75925.72,75267.59,75366.17
28-January-2025,75659.00,76512.96,75622.88,75901.41
29-January-2025,76138.24,76599.73,75975.80,76532.96
30-January-2025,76598.84,76962.88,76401.13,76759.81
31-January-2025,76888.89,77605.96,76833.87,77500.57
1-February-2025,77637.01,77899.05,77006.47,77505.96
3-February-2025,77063.94,77260.37,76756.09,77186.74
4-February-2025,77687.60,78658.59,77402.37,78583.81
5-February-2025,78704.60,78735.41,78216.25,78271.28
6-February-2025,78513.36,78551.66,77843.99,78058.16
7-February-2025,78119.60,78356.98,77475.74,77860.19
10-February-2025,77789.30,77849.58,77106.89,77311.80
11-February-2025,77384.98,77387.28,76030.59,76293.60
12-February-2025,76188.24,76459.72,75388.39,76171.08
13-February-2025,76201.10,76764.53,76013.43,76138.97
14-February-2025,76388.99,76483.06,75439.64,75939.21
17-February-2025,75641.41,76041.96,75294.76,75996.86
18-February-2025,76073.71,76091.69,75531.01,75967.39
19-February-2025,75787.27,76338.58,75581.38,75939.18
20-February-2025,75672.84,75794.15,75463.01,75735.96
21-February-2025,75612.61,75748.72,75112.41,75311.06
24-February-2025,74893.45,74907.04,74387.44,74454.41
25-February-2025,74440.30,74785.08,74400.37,74602.12
27-February-2025,74706.60,74834.09,74520.78,74612.43
28-February-2025,74201.77,74282.43,73141.27,73198.10
